,都道府県,都市,人口2015,人口2020,年少人口,生産年齢人口,老年人口,人口増加率,年少人口増加率,生産年齢人口増加率,老年人口増加率,出生数,死亡数,転入数,転出数,出生数増加率,死亡数増加率,転入数増加率,転出数増加率,地元進学男性,地元進学女性,地元就職男性,地元就職女性,流出進学男性,流出進学女性,流出就職男性,流出就職女性,流入進学男性,流入進学女性,流入就職男性,流入就職女性,有効求職者数（男性）,有効求職者数（女性）,有効求人数,就職件数
102,北海道,音威子府村,832,706,44,432,208,-15.13,-2.21,-22.57,-9.16,7,8,85,114,1.4,1.1428571428571428,0.8415841584158416,0.9827586206896551,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
103,北海道,中川町,1767,1528,140,770,593,-13.52,-23.49,-19.61,-5.26,6,25,51,84,0.42857142857142855,0.8333333333333334,0.53125,0.8,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
104,北海道,幌加内町,1525,1370,120,691,559,-10.15,-22.07,-10.71,-6.36,4,27,46,83,0.8,1.08,0.5822784810126582,0.7155172413793104,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
105,北海道,増毛町,4497,3908,323,1857,1728,-13.09,-24.35,-14.77,-8.61,21,89,92,124,1.9090909090909092,1.0,0.6764705882352942,0.5714285714285714,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
106,北海道,小平町,3336,2994,265,1527,1201,-10.24,-11.95,-15.67,-1.87,14,54,59,107,1.0,1.0384615384615385,0.5363636363636364,0.781021897810219,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
107,北海道,苫前町,3265,2936,285,1463,1186,-10.07,-14.4,-11.7,-6.97,9,52,90,95,0.6428571428571429,0.9122807017543859,0.9183673469387755,0.7851239669421488,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
108,北海道,羽幌町,7327,6548,619,3096,2832,-10.62,-21.54,-14.68,-2.44,26,92,198,267,0.5416666666666666,0.8932038834951457,0.7888446215139442,0.9143835616438356,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
109,北海道,初山別村,1217,1080,90,569,421,-11.25,-21.04,-14.55,-3.65,7,17,46,63,0.875,0.85,0.9019607843137255,0.9264705882352942,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
110,北海道,遠別町,2806,2520,248,1238,1034,-10.18,-16.21,-14.43,-2.72,10,59,88,122,0.8333333333333334,1.6388888888888888,1.2394366197183098,1.0892857142857142,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
111,北海道,天塩町,3243,2950,300,1545,1097,-9.02,-17.57,-15.56,4.58,11,31,162,175,0.7333333333333333,0.7209302325581395,0.8950276243093923,0.8706467661691543,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
112,北海道,猿払村,2684,2611,366,1622,615,-2.71,-12.01,-2.04,0.49,20,33,133,168,0.7692307692307693,1.2222222222222223,0.9236111111111112,0.9940828402366864,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
113,北海道,浜頓別町,3881,3448,312,1831,1293,-11.15,-24.99,-17.44,3.77,15,48,184,190,0.6818181818181818,1.2972972972972974,0.7796610169491526,0.7983193277310925,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
114,北海道,中頓別町,1757,1637,160,822,655,-6.82,1.27,-10.45,-3.67,12,32,69,72,1.2,0.9411764705882353,0.8961038961038961,0.631578947368421,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
115,北海道,枝幸町,8437,7565,790,4078,2696,-10.33,-20.19,-13.76,-0.76,44,129,249,318,1.0476190476190477,1.1415929203539823,0.6955307262569832,0.9217391304347826,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
116,北海道,豊富町,4054,3974,388,2114,1357,-1.96,-18.65,-10.11,10.87,25,52,177,216,1.0416666666666667,0.8813559322033898,1.0290697674418605,1.0693069306930694,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
117,北海道,礼文町,2773,2509,259,1340,910,-9.51,-3.71,-14.15,-3.49,12,42,141,176,0.6666666666666666,0.8076923076923077,0.8597560975609756,1.0114942528735633,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
118,北海道,利尻町,2303,2004,185,1010,809,-12.97,-14.74,-16.59,-7.53,10,37,108,118,0.6666666666666666,0.8043478260869565,0.9391304347826087,1.0350877192982457,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
119,北海道,利尻富士町,2787,2458,252,1265,941,-11.79,-25.87,-12.57,-5.89,14,53,104,109,1.0,1.4722222222222223,0.9719626168224299,0.7364864864864865,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
120,北海道,幌延町,2447,2371,274,1416,681,-3.1,-14.37,-4.18,4.93,20,35,137,145,0.7142857142857143,1.206896551724138,0.958041958041958,0.7435897435897436,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
121,北海道,美幌町,20296,18697,1928,10043,6713,-7.87,-18.85,-11.69,2.76,88,266,661,778,0.7457627118644068,0.9708029197080292,0.8674540682414699,0.8303094983991463,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
122,北海道,津別町,5008,4373,365,1940,1978,-12.67,-15.5,-21.86,-5.48,17,79,148,198,0.6538461538461539,0.9404761904761905,0.9308176100628931,0.8959276018099548,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
123,北海道,斜里町,12231,11418,1337,6221,3839,-6.64,-6.23,-12.85,4.72,66,139,375,526,0.7857142857142857,0.952054794520548,0.872093023255814,0.9722735674676525,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
124,北海道,清里町,4221,3883,453,1868,1484,-8.0,-14.19,-14.26,-1.97,25,66,123,137,0.8620689655172413,1.1578947368421053,1.0982142857142858,0.8782051282051282,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
125,北海道,小清水町,5085,4623,533,2312,1772,-9.08,-11.01,-14.68,-0.05,25,91,129,186,0.6097560975609756,1.421875,0.8486842105263158,0.8691588785046729,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
126,北海道,訓子府町,5100,4677,531,2314,1828,-8.28,-13.79,-12.8,-0.1,26,77,128,155,1.1304347826086956,1.305084745762712,0.8205128205128205,0.8659217877094972,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
127,北海道,置戸町,3092,2775,270,1261,1244,-10.24,-5.91,-15.7,-4.66,16,59,90,119,0.64,1.0535714285714286,0.7563025210084033,0.8380281690140845,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
128,北海道,佐呂間町,5362,4875,492,2458,1924,-9.07,-18.13,-10.77,-4.08,24,82,131,228,0.96,1.1714285714285715,0.808641975308642,0.8636363636363636,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
129,北海道,遠軽町,20873,19241,1961,9521,7230,-7.81,-18.72,-14.3,-1.41,90,286,769,881,0.6666666666666666,0.9565217391304348,0.9015240328253223,0.868836291913215,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
130,北海道,湧別町,9231,8270,781,4243,3246,-10.4,-19.06,-14.46,-1.78,43,158,282,361,0.8431372549019608,1.3166666666666667,0.9337748344370861,0.9917582417582418,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
131,北海道,滝上町,2721,2421,202,1135,1084,-11.02,-15.47,-16.66,-3.2,14,34,86,128,0.7777777777777778,0.5230769230769231,0.7288135593220338,0.9411764705882353,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
132,北海道,興部町,3909,3628,450,1969,1209,-7.18,-3.01,-11.22,-1.46,28,38,174,192,1.3333333333333333,0.6785714285714286,0.9015544041450777,0.7619047619047619,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
133,北海道,西興部村,1116,1053,104,576,373,-5.64,-12.6,-8.56,1.63,10,25,89,83,2.0,0.8928571428571429,0.8725490196078431,1.1527777777777777,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
134,北海道,雄武町,4525,4199,432,2347,1420,-7.19,-13.42,-9.3,-1.24,24,67,221,225,0.7272727272727273,1.1166666666666667,1.105,0.8928571428571429,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
135,北海道,大空町,7360,6775,798,3470,2507,-7.94,-13.81,-12.56,1.75,26,120,203,278,0.5777777777777777,1.0526315789473684,0.8458333333333333,0.8606811145510835,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
136,北海道,豊浦町,4291,3821,386,1916,1512,-10.94,-12.66,-17.23,-1.42,13,72,140,234,0.48148148148148145,0.8888888888888888,0.56,0.9915254237288136,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
137,北海道,壮瞥町,2922,2743,227,1227,1237,-6.12,-19.49,-12.47,-0.07,8,40,131,185,0.8,0.7692307692307693,0.7797619047619048,1.185897435897436,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
138,北海道,白老町,17740,16212,1104,7639,7428,-8.6,-25.14,-14.9,3.11,44,272,555,614,0.6984126984126984,0.9158249158249159,0.8434650455927052,0.7496947496947497,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
139,北海道,厚真町,4838,4432,567,2236,1613,-8.38,6.58,-13.72,-5.88,29,61,145,193,1.16,1.0338983050847457,0.5731225296442688,0.8464912280701754,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
140,北海道,洞爺湖町,9299,8442,706,4031,3679,-9.21,-14.21,-14.17,-1.57,34,169,355,399,0.918918918918919,0.9941176470588236,0.8105022831050228,0.8926174496644296,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
141,北海道,安平町,8148,7340,754,3873,2712,-9.91,-14.98,-12.54,-3.61,30,126,328,418,0.625,1.1775700934579438,0.7754137115839244,0.920704845814978,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
142,北海道,むかわ町,8596,7651,707,3781,3122,-10.98,-16.32,-17.95,-0.59,35,109,328,374,1.0606060606060606,0.7622377622377622,0.8367346938775511,0.6837294332723949,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
143,北海道,日高町,12378,11279,1209,6008,4062,-8.87,-16.95,-13.68,2.55,67,176,575,724,0.8072289156626506,0.9777777777777777,0.9012539184952978,0.9640479360852197,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
144,北海道,平取町,5315,4776,553,2537,1680,-10.13,-16.46,-13.96,-1.4,19,79,190,267,0.5757575757575758,1.082191780821918,0.7142857142857143,0.8018018018018018,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
145,北海道,新冠町,5592,5309,656,2894,1747,-5.05,-10.49,-7.08,2.28,23,86,270,298,0.575,1.048780487804878,0.8544303797468354,1.0719424460431655,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
146,北海道,浦河町,13075,12074,1242,6735,4097,-7.65,-17.68,-12.18,5.19,74,132,648,767,0.9367088607594937,0.868421052631579,0.9391304347826087,0.8745724059293044,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
147,北海道,様似町,4518,4043,363,1970,1710,-10.5,-19.14,-18.99,4.59,18,73,102,152,0.6666666666666666,0.9240506329113924,0.7669172932330827,1.0935251798561152,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
148,北海道,えりも町,4906,4374,537,2398,1438,-10.83,-21.82,-15.91,5.19,18,79,158,199,0.47368421052631576,1.3389830508474576,0.7669902912621359,0.7834645669291339,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
149,北海道,新ひだか町,23231,21517,2424,11396,7608,-7.37,-13.36,-12.27,2.44,125,284,872,1086,0.6009615384615384,0.890282131661442,1.051869722557298,0.8715890850722311,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
150,北海道,音更町,44807,43576,5656,24865,12907,-2.74,-14.87,-5.27,8.77,245,489,1580,1644,0.7101449275362319,1.1642857142857144,0.8816964285714286,0.9558139534883721,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
151,北海道,士幌町,6132,5848,734,3168,1938,-4.62,-13.02,-9.32,8.03,33,91,283,243,0.673469387755102,1.0459770114942528,1.0842911877394636,0.8556338028169014,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
152,北海道,上士幌町,4765,4778,550,2537,1690,0.27,1.29,-0.23,0.84,33,69,312,262,1.32,0.8734177215189873,1.1954022988505748,1.065040650406504,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
153,北海道,鹿追町,5542,5266,714,2915,1629,-4.97,-11.62,-7.95,3.96,25,54,272,326,0.45454545454545453,0.7605633802816901,0.85,1.0061728395061729,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
154,北海道,新得町,6288,5817,591,3027,2199,-7.48,-10.58,-12.02,0.73,28,90,288,491,0.6666666666666666,1.0344827586206897,0.6939759036144578,0.9839679358717435,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
155,北海道,清水町,9599,9094,909,4529,3388,-5.25,-16.98,-12.34,1.74,40,126,388,362,0.6451612903225806,1.008,0.9509803921568627,0.9118387909319899,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
156,北海道,芽室町,18484,18048,2462,10010,5535,-2.35,-12.53,-5.56,9.78,93,193,557,609,0.62,1.0265957446808511,0.8883572567783095,0.7837837837837838,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
157,北海道,中札内村,3966,3884,491,2275,1118,-2.06,-5.38,-3.55,2.85,25,43,178,153,0.9259259259259259,1.0238095238095237,1.0348837209302326,0.6023622047244095,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
158,北海道,更別村,3185,3080,405,1706,969,-3.29,-6.02,-6.82,4.98,21,40,127,114,0.7777777777777778,1.6,1.165137614678899,0.6826347305389222,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
159,北海道,大樹町,5738,5420,612,2825,1983,-5.53,-12.81,-8.63,2.06,36,86,279,302,0.8181818181818182,1.036144578313253,1.1027667984189724,1.0633802816901408,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
160,北海道,広尾町,7030,6387,609,3247,2517,-9.14,-19.54,-15.03,2.69,37,105,211,264,1.15625,1.0194174757281553,0.8373015873015873,0.7719298245614035,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
161,北海道,幕別町,26760,25766,3168,13900,8658,-3.7,-10.55,-8.38,7.89,153,324,880,902,0.8793103448275862,1.0188679245283019,0.88,0.8237442922374429,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
162,北海道,池田町,6882,6294,520,3029,2743,-8.53,-16.39,-11.86,-0.28,25,125,198,274,0.6410256410256411,1.2626262626262625,0.8181818181818182,0.9927536231884058,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
163,北海道,豊頃町,3182,3022,294,1536,1192,-5.02,-7.25,-7.4,-1.15,17,43,127,157,0.85,0.8775510204081632,0.9477611940298507,1.0129032258064516,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
164,北海道,本別町,7358,6618,579,3281,2756,-10.05,-21.11,-14.12,-1.63,32,127,272,339,1.2307692307692308,1.1869158878504673,0.9315068493150684,0.8604060913705583,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
165,北海道,足寄町,6990,6563,732,3199,2618,-6.1,-9.28,-9.44,-1.12,27,101,253,279,0.4909090909090909,0.8859649122807017,0.9100719424460432,0.7284595300261096,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
166,北海道,陸別町,2482,2264,224,1154,886,-8.77,-9.3,-11.97,-4.0,10,41,88,105,1.0,0.9761904761904762,0.7857142857142857,0.7894736842105263,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
167,北海道,浦幌町,4919,4387,425,2088,1865,-10.81,-18.88,-17.53,0.21,26,64,152,186,0.9285714285714286,0.6956521739130435,0.8491620111731844,0.7560975609756098,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
168,北海道,釧路町,19833,19105,2153,11091,5704,-3.66,-11.68,-10.85,15.16,138,187,914,1045,0.7666666666666667,0.8461538461538461,0.7719594594594594,0.7928679817905918,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
169,北海道,厚岸町,9778,8892,900,4809,3182,-9.05,-18.32,-13.56,2.48,36,128,305,327,0.6206896551724138,1.024,0.9870550161812298,0.75,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
170,北海道,浜中町,6061,5507,633,3109,1759,-9.13,-21.26,-11.57,1.03,43,84,239,286,0.8431372549019608,1.05,1.183168316831683,1.0957854406130267,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
171,北海道,標茶町,7742,7230,861,3894,2475,-6.6,-13.11,-9.7,1.6,44,91,297,336,0.7857142857142857,0.8921568627450981,0.853448275862069,0.8772845953002611,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
172,北海道,弟子屈町,7758,6955,605,3405,2854,-10.34,-25.02,-17.2,0.56,31,134,275,339,1.0333333333333334,1.072,0.766016713091922,0.9064171122994652,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
173,北海道,鶴居村,2534,2558,298,1339,910,0.95,-8.3,-3.03,12.48,15,30,122,95,0.7142857142857143,1.3636363636363635,1.2323232323232323,0.8333333333333334,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
174,北海道,白糠町,8068,7289,564,3660,3063,-9.65,-25.49,-15.44,2.75,22,108,184,271,0.6875,0.7448275862068966,0.8679245283018868,0.7324324324324324,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
175,北海道,別海町,15273,14380,1849,7996,3992,-5.84,-20.91,-12.86,6.57,108,156,604,735,0.7659574468085106,1.1304347826086956,0.893491124260355,0.9074074074074074,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
176,北海道,中標津町,23774,23010,3021,13749,6151,-3.2,-15.2,-5.98,12.02,163,209,918,1078,0.7761904761904762,0.9414414414414415,0.8391224862888482,0.873581847649919,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
177,北海道,標津町,5242,5023,637,2796,1571,-4.17,-5.76,-8.74,4.87,33,57,167,266,0.7857142857142857,0.6705882352941176,0.7136752136752137,1.1083333333333334,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
178,北海道,羅臼町,5415,4722,516,2718,1484,-12.79,-20.36,-18.47,3.56,19,65,121,265,0.59375,1.015625,0.75625,0.8054711246200608,10.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,423669,549740,930410,45598
179,青森県,青森市,287648,275192,28040,150122,84787,-4.32,-13.79,-11.16,5.59,1499,3585,7000,7783,0.7465139442231076,1.0207858769931664,0.8871989860583016,0.838594978989333,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
180,青森県,弘前市,177411,168466,17417,95115,53922,-5.03,-10.26,-9.46,4.04,1041,2447,4621,4934,0.9131578947368421,1.0704286964129484,0.9181402741903437,0.8959506083166878,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
181,青森県,八戸市,231257,223415,25636,126567,69328,-3.38,-8.83,-7.41,8.98,1379,2775,6274,6770,0.7938975244674726,1.067718353212774,0.9004018369690011,0.8712998712998713,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
182,青森県,黒石市,34284,31946,3214,17723,10943,-6.81,-16.81,-12.32,7.52,163,487,630,862,0.7581395348837209,1.0993227990970655,0.7682926829268293,0.8742393509127789,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
183,青森県,五所川原市,55181,51415,4852,27798,18363,-6.81,-19.22,-12.04,5.33,255,800,1356,1563,0.7870370370370371,1.0139416983523448,0.9306794783802333,0.8855524079320113,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
184,青森県,十和田市,63429,60378,6398,33001,20320,-4.8,-12.65,-10.87,7.8,320,859,1595,1758,0.7804878048780488,1.2395382395382395,0.9119496855345912,0.8579795021961932,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
185,青森県,三沢市,40196,39152,4994,23094,10385,-2.59,-13.75,-6.79,9.57,326,403,2038,2392,0.9340974212034384,0.9950617283950617,0.9340054995417049,0.9098516546215291,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
186,青森県,むつ市,58493,54103,5714,29283,18249,-7.5,-18.44,-13.57,5.33,286,827,1946,2276,0.7044334975369458,1.035043804755945,0.9364773820981713,0.8835403726708074,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
187,青森県,つがる市,33316,30934,2903,16001,12002,-7.14,-16.43,-12.6,4.3,134,488,620,860,0.7127659574468085,0.8576449912126538,0.9144542772861357,0.9110169491525424,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
188,青森県,平川市,32106,30567,3282,16504,10777,-4.78,-9.68,-10.22,6.86,153,483,615,694,0.7391304347826086,1.0147058823529411,0.8874458874458875,0.8653366583541147,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,121663,143077,244127,20360
