,都道府県,都市,人口2015,人口2020,年少人口,生産年齢人口,老年人口,人口増加率,年少人口増加率,生産年齢人口増加率,老年人口増加率,出生数,死亡数,転入数,転出数,出生数増加率,死亡数増加率,転入数増加率,転出数増加率,地元進学男性,地元進学女性,地元就職男性,地元就職女性,流出進学男性,流出進学女性,流出就職男性,流出就職女性,流入進学男性,流入進学女性,流入就職男性,流入就職女性,有効求職者数（男性）,有効求職者数（女性）,有効求人数,就職件数
134,群馬県,榛東村,14329,14216,1886,8497,3776,-0.78,-1.09,-5.84,11.78,109,145,813,877,0.9646017699115044,0.9602649006622517,0.9355581127733027,1.0515587529976018,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
135,群馬県,吉岡町,21080,21792,3394,13135,5212,3.38,-1.18,2.14,12.79,205,185,861,741,0.8471074380165289,1.1280487804878048,1.0081967213114753,1.0407303370786516,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
136,群馬県,上野村,1230,1128,108,502,518,-8.28,-18.17,-7.71,-6.49,4,23,41,44,0.36363636363636365,0.92,0.7592592592592593,0.5866666666666667,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
137,群馬県,神流町,1954,1645,59,575,1011,-15.8,-34.43,-25.12,-7.75,3,49,33,53,0.5,0.8448275862068966,0.9705882352941176,0.9464285714285714,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
138,群馬県,下仁田町,7564,6576,352,2884,3340,-13.05,-24.62,-21.13,-2.87,15,181,135,187,0.6818181818181818,0.9141414141414141,1.0150375939849625,0.8538812785388128,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
139,群馬県,南牧村,1979,1611,38,522,1051,-18.59,-35.58,-27.79,-12.19,5,59,35,50,1.6666666666666667,0.9833333333333333,1.1290322580645162,0.6329113924050633,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
140,群馬県,甘楽町,13200,12491,1276,6643,4274,-5.36,-14.12,-12.8,5.17,65,197,302,375,0.8441558441558441,1.0102564102564102,0.893491124260355,0.9946949602122016,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
141,群馬県,中之条町,16850,15386,1365,7654,6294,-8.68,-20.12,-13.93,1.08,72,277,564,578,0.8372093023255814,1.0653846153846154,1.0681818181818181,0.8257142857142857,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
142,群馬県,長野原町,5536,5095,434,2621,1991,-7.96,-24.9,-16.57,9.7,24,85,259,281,0.9230769230769231,0.9883720930232558,0.9923371647509579,0.9093851132686084,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
143,群馬県,嬬恋村,9780,8850,915,4635,3285,-9.5,-13.91,-17.07,5.05,34,141,490,417,0.6938775510204082,0.9657534246575342,0.9158878504672897,0.6961602671118531,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
144,群馬県,草津町,6518,6049,435,2882,2348,-7.19,-29.94,-16.62,-2.4,26,93,433,489,0.65,1.0449438202247192,1.058679706601467,1.1897810218978102,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
145,群馬県,高山村,3674,3511,354,1858,1299,-4.43,-19.72,-7.32,5.87,19,71,224,137,0.7916666666666666,1.126984126984127,2.986666666666667,1.2342342342342343,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
146,群馬県,東吾妻町,14033,12728,1078,6379,5253,-9.29,-18.63,-16.47,3.61,52,218,306,432,0.8813559322033898,0.9276595744680851,0.9444444444444444,0.8275862068965517,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
147,群馬県,片品村,4390,3993,331,2001,1639,-9.03,-22.47,-17.85,8.26,20,74,130,165,1.5384615384615385,1.0571428571428572,1.3829787234042554,1.1073825503355705,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
148,群馬県,川場村,3647,3480,361,1553,1566,-4.57,-15.64,-10.32,5.38,12,42,83,98,0.46153846153846156,0.5833333333333334,1.296875,1.0103092783505154,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
149,群馬県,昭和村,7347,6953,799,3869,2281,-5.35,-13.33,-10.55,9.14,40,104,249,242,0.8,1.1428571428571428,0.7661538461538462,1.0125523012552302,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
150,群馬県,みなかみ町,19347,17195,1500,8653,7014,-11.11,-16.7,-17.38,-0.57,68,314,519,627,0.8292682926829268,0.9905362776025236,0.9218472468916519,0.8672199170124482,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
151,群馬県,玉村町,36654,36054,3777,20898,9207,-1.63,-16.24,-12.97,18.02,243,312,1520,1449,1.0,1.0129870129870129,1.0153640614562458,0.9495412844036697,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
152,群馬県,板倉町,15015,14083,1361,7812,4735,-6.2,-16.39,-13.81,11.99,46,192,434,457,0.7796610169491526,1.0434782608695652,1.254335260115607,1.090692124105012,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
153,群馬県,明和町,11044,10882,1284,6202,3316,-1.46,-7.62,-7.02,11.5,51,131,330,412,0.6219512195121951,1.201834862385321,0.7142857142857143,1.1195652173913044,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
154,群馬県,千代田町,11318,10861,1257,6215,3374,-4.03,-14.54,-8.32,10.66,61,134,401,362,0.7011494252873564,0.9571428571428572,0.9709443099273608,0.8578199052132701,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
155,群馬県,大泉町,41202,42089,5097,26575,9464,2.15,-4.0,-2.06,11.92,300,329,3155,2718,0.821917808219178,0.9909638554216867,0.8993728620296465,0.9546891464699684,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
156,群馬県,邑楽町,26426,25522,2824,14259,8241,-3.41,-13.1,-8.64,10.63,139,303,890,845,0.9084967320261438,1.188235294117647,1.1914323962516733,1.016847172081829,1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,152760,161440,353353,18367
157,埼玉県,さいたま市,1263979,1324025,168805,821211,304992,4.75,2.48,2.74,7.34,10250,11331,82501,70061,0.9371000182848784,1.1409727117108046,1.0420213706519816,0.9995719849909404,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
158,埼玉県,川越市,350745,354571,36460,181655,89061,1.09,-17.56,-16.27,1.95,2386,3408,14945,13585,0.8711208470244615,1.10184287099903,1.00140712945591,1.0090618732823293,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
159,埼玉県,熊谷市,198742,194415,21814,113744,57262,-2.17,-9.05,-7.0,10.1,1141,2308,7685,7961,0.7777777777777778,1.1144374698213424,0.9994797763038107,1.0011317907444668,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
160,埼玉県,川口市,578112,594274,72665,373347,137923,2.8,-2.42,1.1,6.58,4489,5732,32199,26705,0.8513180352740376,1.2915727805317712,1.1198483636490106,1.0943775100401607,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
161,埼玉県,行田市,82113,78617,8240,44778,25010,-4.25,-13.02,-9.6,9.34,387,936,2466,2580,0.6947935368043088,0.949290060851927,1.0253638253638253,0.9499263622974963,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
162,埼玉県,秩父市,63555,59674,6590,32459,20342,-6.1,-14.22,-10.62,4.36,337,902,1126,1410,0.769406392694064,1.0549707602339182,0.9298100743187449,0.9009584664536742,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
163,埼玉県,所沢市,340386,342464,33050,174266,87050,0.61,-16.28,-16.18,2.15,2212,3282,14867,13509,0.8141332351858668,1.2155555555555555,0.9817737568513505,0.9262255742200891,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
164,埼玉県,飯能市,80715,80361,8424,45590,25204,-0.43,-3.08,-6.61,10.08,435,913,2611,2566,0.8665338645418327,1.1013268998793728,0.9446454413892909,0.9521335807050093,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
165,埼玉県,加須市,112229,111623,12547,64960,33283,-0.53,-7.12,-6.72,14.8,580,1251,4108,3641,0.849194729136164,1.0583756345177664,1.1591422121896162,0.9743109446079743,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
166,埼玉県,本庄市,77881,78569,8894,45696,22661,0.88,-2.29,-2.82,8.09,434,926,3037,2823,0.7848101265822784,1.0187018701870187,1.0277495769881557,0.9530722484807562,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
167,埼玉県,東松山市,91437,91791,10582,52871,25995,0.39,-1.89,-7.34,12.69,553,924,4084,3517,0.7843971631205674,1.064516129032258,1.0946127043688019,1.0368514150943395,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
168,埼玉県,春日部市,232709,229792,21178,116707,68663,-1.24,-20.41,-16.42,5.76,1299,2549,8271,7783,0.8279158699808795,1.2308063737324964,1.0206071076011847,0.9444242203616066,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
169,埼玉県,狭山市,152405,148699,15467,84070,47661,-2.42,-9.71,-7.62,9.59,822,1562,5724,5740,0.839632277834525,1.077984817115252,0.9599195036055677,0.9664926755346018,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
170,埼玉県,羽生市,54874,52862,5295,29391,15821,-3.66,-16.45,-11.63,6.99,279,606,1925,1856,0.7859154929577464,0.9901960784313726,0.973697521497218,1.0032432432432432,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
171,埼玉県,鴻巣市,118072,116828,13254,67954,34993,-1.04,-5.96,-6.73,13.0,694,1166,4058,3951,0.8751576292559899,1.1287512100677637,0.950128775462421,0.9667237582578909,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
172,埼玉県,深谷市,143811,141268,16815,81390,40881,-1.76,-9.46,-7.01,9.24,890,1678,4549,4077,0.8444022770398482,1.1105228325612178,1.0371637026903784,0.9106544561090015,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
173,埼玉県,上尾市,225196,226940,25395,127746,61216,0.77,-11.06,-7.19,7.3,1468,2158,9797,8254,0.8520023215322112,1.1627155172413792,1.080511745891695,0.9327607639281275,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
174,埼玉県,草加市,247034,248304,29088,157501,61664,0.51,-3.75,4.33,6.67,1550,2086,12107,10554,0.8132214060860441,1.2050837666088965,1.082044865492895,0.9884799100871031,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
175,埼玉県,越谷市,337498,341621,43497,210444,87123,1.22,-2.09,-0.53,8.46,2473,3028,14043,12314,0.8947178002894356,1.1345073061071562,0.9308630518361395,1.0030137655779099,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
176,埼玉県,蕨市,72260,74283,7885,48527,17247,2.8,1.04,1.74,4.15,572,716,6703,5939,0.9166666666666666,1.0452554744525548,1.0159139133070627,1.1103009908394093,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
177,埼玉県,戸田市,136150,140899,20025,93035,23065,3.49,1.35,3.68,5.98,1315,957,9504,8960,0.8333333333333334,1.1102088167053363,0.9001704868346277,1.054613935969868,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
178,埼玉県,入間市,148390,145651,16610,85174,42924,-1.84,-10.74,-6.89,12.74,761,1434,5202,4985,0.7352657004830918,1.1668022782750203,1.0021190522057406,0.9363260706235913,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
179,埼玉県,朝霞市,136299,141083,19106,93817,27533,3.51,1.89,3.69,8.41,1320,1026,10058,8906,0.9355067328136074,1.1502242152466369,1.0395865633074934,1.0562144212523719,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
180,埼玉県,志木市,72676,75346,9897,46217,18689,3.67,3.98,1.52,8.71,583,661,4108,3940,0.8649851632047477,1.228624535315985,0.8836308883630888,0.9892041174993723,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
181,埼玉県,和光市,80826,83989,11397,57416,15040,3.91,1.22,2.63,10.57,789,530,7447,7407,0.8955732122587968,1.1496746203904555,0.9485415870589734,0.9647043500911696,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
182,埼玉県,新座市,162122,166017,20924,98647,42180,2.4,-4.25,-1.73,7.3,1047,1501,8231,7121,0.7732644017725259,1.1680933852140079,0.9939620818741698,0.9609986504723347,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
183,埼玉県,桶川市,73936,74748,8611,43586,22126,1.1,-5.3,-2.5,10.18,431,752,2943,2789,0.890495867768595,1.2032,1.024008350730689,0.9704244954766875,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
184,埼玉県,久喜市,152311,150582,16537,86097,46097,-1.13,-7.18,-8.08,13.57,870,1630,5735,5461,0.8796764408493428,1.1535739561217269,1.0017467248908296,1.0062649714391008,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
185,埼玉県,北本市,67409,65201,6593,37112,21183,-3.27,-14.26,-8.6,11.33,362,720,2419,2200,0.9329896907216495,1.196013289036545,1.070353982300885,0.8556981719175418,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
186,埼玉県,八潮市,86717,93363,11335,58742,21283,7.66,-0.75,6.6,7.43,857,781,5124,4702,1.0375302663438257,1.2222222222222223,1.0803289057558507,1.1110586011342154,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
187,埼玉県,富士見市,108102,111859,13657,68450,27171,3.48,-2.33,1.91,4.92,835,1023,6628,5837,0.8375125376128385,1.1366666666666667,1.0295122708915811,1.0314543205513342,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
188,埼玉県,三郷市,136521,142145,18162,83860,38602,4.12,3.84,-0.86,12.36,1114,1284,6458,5696,0.9176276771004942,1.1403197158081706,0.99491603759051,1.0017587055926838,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
189,埼玉県,蓮田市,62380,61499,6739,34826,19902,-1.4,-7.23,-5.23,8.81,367,655,2439,2158,0.8676122931442081,1.210720887245841,1.0758711954124394,0.8887973640856672,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
190,埼玉県,坂戸市,101679,100275,11428,57702,29435,-1.37,-11.61,-6.42,10.48,553,994,4522,4274,0.7911301859799714,1.2077764277035237,0.9478096835045063,0.9859284890426759,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
191,埼玉県,幸手市,52524,50066,4917,27131,17633,-4.67,-13.65,-12.11,11.08,212,614,1393,1590,0.686084142394822,1.021630615640599,0.8194117647058824,0.879424778761062,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
192,埼玉県,鶴ヶ島市,70255,70117,7872,41523,20241,-0.19,-10.56,-4.84,16.65,409,664,3530,3169,0.8067061143984221,1.371900826446281,1.016705069124424,0.9033637400228051,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
193,埼玉県,日高市,56520,54571,6286,30041,17966,-3.44,-14.37,-8.45,10.31,264,588,1746,1814,0.7436619718309859,1.11787072243346,0.8185654008438819,0.8215579710144928,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
194,埼玉県,吉川市,69738,71979,10383,44153,17315,3.21,-3.14,0.72,14.69,604,569,2919,2696,0.8895434462444771,1.2004219409282701,0.8036894273127754,1.022761760242792,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
195,埼玉県,ふじみ野市,110970,113597,14377,68512,29317,2.37,-5.1,-0.02,7.74,777,996,5711,5074,0.7920489296636085,1.06524064171123,0.9147845587057505,0.9727760736196319,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
196,埼玉県,白岡市,51535,52214,6495,30722,14597,1.32,0.28,-3.35,11.22,410,493,2114,1948,1.0704960835509139,1.1004464285714286,0.9155478562148116,1.0274261603375527,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
197,埼玉県,伊奈町,44442,44841,6227,27222,10920,0.9,-14.68,-0.29,12.26,235,351,1915,1657,0.5964467005076142,1.2145328719723183,0.9948051948051948,0.9804733727810651,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
198,埼玉県,三芳町,38456,38434,4634,22185,11530,-0.05,-9.54,-1.09,6.3,219,367,1361,1250,0.8975409836065574,1.057636887608069,0.9290102389078498,0.9157509157509157,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
199,埼玉県,毛呂山町,37275,35366,2960,19956,11594,-5.11,-19.49,-12.13,8.42,112,400,1167,1259,0.5925925925925926,1.0443864229765014,0.9373493975903614,0.9116582186821144,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
200,埼玉県,越生町,11716,11029,933,6055,3984,-5.85,-20.18,-12.31,9.66,47,174,523,602,1.0217391304347827,1.2253521126760563,1.6762820512820513,1.3903002309468822,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
201,埼玉県,滑川町,18212,19732,3063,11854,4611,8.35,5.66,4.55,17.36,169,163,967,699,0.9548022598870056,1.0251572327044025,0.9612326043737575,0.9161205766710354,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
202,埼玉県,嵐山町,18341,17889,1665,10248,5868,-2.45,-12.08,-6.15,8.57,74,195,706,720,0.6324786324786325,0.9420289855072463,1.004267425320057,1.0084033613445378,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
203,埼玉県,小川町,31178,28524,2287,15045,11093,-8.5,-18.8,-18.19,11.96,99,423,722,931,0.6827586206896552,1.0,0.9823129251700681,0.8917624521072797,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
204,埼玉県,川島町,20788,19378,1804,10545,6970,-6.77,-18.84,-14.86,12.98,74,236,602,719,0.7254901960784313,1.0976744186046512,0.9290123456790124,1.008415147265077,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
205,埼玉県,吉見町,19631,18192,1526,10488,6146,-7.32,-18.08,-14.55,12.34,65,232,484,576,0.8552631578947368,1.045045045045045,1.004149377593361,0.8216833095577746,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
206,埼玉県,鳩山町,14338,13560,942,6383,6226,-5.42,-18.29,-15.99,11.52,32,190,349,400,0.6808510638297872,1.1949685534591195,0.7537796976241901,0.9345794392523364,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
207,埼玉県,ときがわ町,11492,10540,880,5568,4092,-8.27,-13.46,-17.37,9.59,29,155,272,313,0.5087719298245614,0.96875,0.9220338983050848,0.770935960591133,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
208,埼玉県,横瀬町,8519,7979,845,4403,2713,-6.33,-18.03,-9.88,4.55,37,129,265,232,0.7551020408163265,0.9416058394160584,1.0950413223140496,0.8111888111888111,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
209,埼玉県,皆野町,10133,9302,936,4756,3578,-8.19,-18.17,-14.11,3.95,46,159,229,270,0.9019607843137255,1.0324675324675325,0.8773946360153256,0.8823529411764706,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
210,埼玉県,長瀞町,7324,6807,624,3481,2697,-7.05,-19.47,-12.62,5.19,24,106,208,262,0.6666666666666666,0.954954954954955,0.65,0.7298050139275766,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
211,埼玉県,小鹿野町,12117,10928,1038,5624,4248,-9.8,-24.06,-16.2,5.23,39,192,166,257,0.8125,0.8533333333333334,0.8783068783068783,0.7835365853658537,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
212,埼玉県,東秩父村,2915,2709,173,1275,1261,-7.06,-23.78,-22.39,20.79,7,43,39,44,0.7777777777777778,0.8431372549019608,0.9285714285714286,0.5116279069767442,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
213,埼玉県,美里町,11207,11039,1159,6121,3720,-1.49,-9.37,-7.14,11.51,44,181,381,332,0.5866666666666667,1.0647058823529412,1.1339285714285714,0.9623188405797102,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
214,埼玉県,神川町,13730,13359,1354,7480,4381,-2.69,-14.02,-9.36,15.05,54,210,490,475,0.7012987012987013,1.1290322580645162,0.805921052631579,0.8911819887429644,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
215,埼玉県,上里町,30565,30343,3384,17011,8322,-0.72,-20.22,-10.62,14.47,186,353,1281,1223,0.8899521531100478,1.1727574750830565,1.0630705394190871,1.0311973018549747,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
216,埼玉県,寄居町,34081,32374,3219,18169,10904,-5.0,-12.52,-10.66,9.08,189,401,1074,1246,0.9742268041237113,0.9901234567901235,0.988950276243094,1.0400667779632722,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
217,埼玉県,宮代町,33705,34147,3711,18897,10974,1.31,3.63,-5.13,8.7,212,391,1303,1288,0.925764192139738,1.1466275659824048,0.8108276291225887,0.9976762199845082,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
218,埼玉県,杉戸町,45495,43845,4655,24567,14406,-3.62,-12.83,-9.33,10.88,183,450,1438,1445,0.756198347107438,1.0440835266821347,0.8524007113218731,0.8689116055321707,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
219,埼玉県,松伏町,30061,28266,3069,16785,8405,-5.96,-20.95,-8.77,8.93,126,297,832,986,0.802547770700637,1.076086956521739,0.9916567342073898,0.9959595959595959,6.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,538837,499259,903973,35912
220,千葉県,千葉市,971882,974951,110929,569887,249963,0.32,-9.11,-4.62,4.93,6208,9460,55922,49154,0.8298355834781447,1.1700680272108843,1.0074583843770268,0.9435997849957767,6.5,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,447989,430831,726520,31397
221,千葉県,銚子市,64415,58431,4470,31241,22053,-9.28,-22.65,-15.09,1.97,191,959,1427,1715,0.6387959866220736,0.9485657764589516,0.8857852265673495,0.8494304110946013,6.5,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,447989,430831,726520,31397
222,千葉県,市川市,481732,496676,57265,323110,103359,3.1,14.69,13.4,-1.3,4065,3830,30847,28659,0.8957690612604672,1.0896159317211949,0.9362044371604601,0.9685694007908344,6.5,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,447989,430831,726520,31397
223,千葉県,船橋市,622890,642907,80576,396514,152773,3.21,-2.03,1.22,7.25,4700,5654,33638,29789,0.8703703703703703,1.1764461090303786,1.0064628089282508,0.994923349253532,6.5,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,447989,430831,726520,31397
224,千葉県,館山市,47464,45153,4121,21071,17734,-4.86,-20.82,-14.47,1.42,242,686,1781,1744,0.8120805369127517,0.9884726224783862,0.9208893485005171,0.9208025343189018,6.5,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,447989,430831,726520,31397
